epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,15334.1,0.24941,0.16231,0.80497,0.97695,0.93941,0.97139,0.92404,0.60355,0.29131,0.97405,0.0005075,0.0005075,0.0005075
182,15408.8,0.24993,0.1612,0.80183,0.95605,0.95259,0.96968,0.92224,0.61446,0.29463,0.98666,0.000503375,0.000503375,0.000503375
183,15483.5,0.25146,0.16301,0.80146,0.95615,0.94562,0.96996,0.92247,0.59767,0.29068,0.98681,0.00049925,0.00049925,0.00049925
184,15559,0.24949,0.16125,0.80356,0.95847,0.95091,0.96143,0.90382,0.59034,0.28784,0.97438,0.000495125,0.000495125,0.000495125
185,15634,0.24628,0.15789,0.80222,0.95907,0.95335,0.95822,0.89966,0.58811,0.29186,0.9736,0.000491,0.000491,0.000491
186,15708.8,0.25054,0.15943,0.80494,0.97334,0.9483,0.96405,0.91048,0.58719,0.29777,0.97977,0.000486875,0.000486875,0.000486875
187,15783.3,0.24185,0.15536,0.8014,0.95439,0.95083,0.96758,0.91737,0.57834,0.29455,0.97554,0.00048275,0.00048275,0.00048275
188,15857.9,0.24339,0.1561,0.80221,0.95208,0.94533,0.97061,0.91659,0.57879,0.28946,0.97906,0.000478625,0.000478625,0.000478625
189,15932.7,0.24109,0.1544,0.79907,0.94517,0.81202,0.9281,0.87898,0.59296,0.30424,0.98988,0.0004745,0.0004745,0.0004745
190,16007.3,0.23577,0.1538,0.79949,0.96646,0.92981,0.95767,0.90597,0.58788,0.29587,0.98104,0.000470375,0.000470375,0.000470375
191,16082.2,0.23914,0.155,0.8008,0.96091,0.77615,0.90083,0.84137,0.58277,0.29875,0.97182,0.00046625,0.00046625,0.00046625
192,16156.9,0.23357,0.15211,0.79886,0.96999,0.77823,0.84733,0.79214,0.59174,0.29849,0.98139,0.000462125,0.000462125,0.000462125
193,16231.7,0.23746,0.15493,0.80006,0.96402,0.77699,0.83673,0.78552,0.59647,0.30438,1.00284,0.000458,0.000458,0.000458
194,16306.3,0.2351,0.15345,0.80217,0.95778,0.77835,0.86611,0.81053,0.59783,0.30288,0.99888,0.000453875,0.000453875,0.000453875
195,16381.2,0.24472,0.15712,0.80171,0.97316,0.92585,0.96307,0.90977,0.60287,0.30573,0.98994,0.00044975,0.00044975,0.00044975
196,16456,0.23899,0.15406,0.80287,0.88134,0.90595,0.91856,0.86845,0.58889,0.30072,0.98254,0.000445625,0.000445625,0.000445625
197,16530.7,0.23465,0.15116,0.79763,0.93651,0.76559,0.87075,0.82638,0.58561,0.29537,0.98524,0.0004415,0.0004415,0.0004415
198,16605.5,0.23179,0.15089,0.80003,0.89062,0.75918,0.83334,0.78405,0.57976,0.31127,0.97715,0.000437375,0.000437375,0.000437375
199,16681.2,0.23819,0.15444,0.80087,0.92243,0.77725,0.86852,0.82593,0.57214,0.30545,0.97636,0.00043325,0.00043325,0.00043325
200,16755.8,0.23256,0.15115,0.80326,0.95253,0.76657,0.8648,0.81682,0.57743,0.30098,0.97827,0.000429125,0.000429125,0.000429125
201,16830.8,0.24334,0.1579,0.80061,0.86483,0.92331,0.92024,0.86734,0.57094,0.28841,0.96897,0.000425,0.000425,0.000425
202,16906.1,0.23812,0.15554,0.80042,0.84446,0.93638,0.9207,0.87893,0.57351,0.28702,0.95828,0.000420875,0.000420875,0.000420875
203,16980.9,0.23055,0.15082,0.79812,0.92184,0.7962,0.92259,0.87738,0.5878,0.29765,0.98024,0.00041675,0.00041675,0.00041675
204,17056.7,0.23377,0.15242,0.79797,0.96484,0.918,0.96799,0.92496,0.58554,0.29814,0.98063,0.000412625,0.000412625,0.000412625
